article_id,expr_type,value,offset
473.txt,part-relative-year/month/week,opened 37 years,147
329.txt,month,September,663
329.txt,year,2005,251
329.txt,year,2004,552
329.txt,year,2003,936
329.txt,year,2005,1058
329.txt,year,2005,1384
329.txt,year,2005,1820
329.txt,part-relative-year/month/week,euro a year,568
329.txt,part-relative-year/month/week,for the year,878
329.txt,part-relative-year/month/week,for the year,1863
328.txt,year,2004,266
328.txt,year,2004,368
328.txt,year,2004,1232
328.txt,part-relative-year/month/week,last three months,245
328.txt,part-relative-year/month/week,rupees a year,292
328.txt,part-relative-year/month/week,last three months,1211
328.txt,part-relative-year/month/week,rupees a year,1284
1680.txt,part-relative-year/month/week,Earlier this year,2059
314.txt,month,December,78
314.txt,month,December,537
314.txt,month,December,733
314.txt,month,November,1835
314.txt,year,2004,273
314.txt,year,2005,476
314.txt,year,2005,1632
314.txt,part-relative-year/month/week,added last month,245
314.txt,part-relative-year/month/week,in five years,319
314.txt,part-relative-year/month/week,of last year,355
314.txt,part-relative-year/month/week,created each month,586
314.txt,part-relative-year/month/week,prior two months,827
314.txt,part-relative-year/month/week,times last year,1172
314.txt,part-relative-year/month/week,of last year,1287
314.txt,part-relative-year/month/week,the previous year,1519
314.txt,part-relative-year/month/week,on a month,2169
472.txt,month-year,September 11,719
472.txt,relative-year/month/week,Last year,291
472.txt,relative-year/month/week,Three years,642
472.txt,part-relative-year/month/week,safe this year,562
472.txt,part-relative-year/month/week,performance last year,1188
472.txt,part-relative-year/month/week,controversy last year,1799
472.txt,part-relative-year/month/week,oversee this year,1956
466.txt,year,1982,391
466.txt,month-year,April 2004,803
466.txt,part-of-decade,the early 1980s,682
466.txt,part-relative-year/month/week,almost 20 years,205
300.txt,year,2004,143
300.txt,year,2004,403
300.txt,year,2003,452
300.txt,year,2003,605
300.txt,part-relative-year/month/week,yuan a year,495
300.txt,part-relative-year/month/week,further this year,658
300.txt,part-relative-year/month/week,Earlier this month,1026
1694.txt,month,January,2071
1694.txt,year,2003,1068
1694.txt,month-year,November 2004,1872
1694.txt,part-relative-year/month/week,the coming months,1192
1119.txt,month,September,2127
1119.txt,dayofweek,Sunday,122
1119.txt,part-relative-year/month/week,in this year,2016
499.txt,year,1998,1400
499.txt,year,1993,1511
499.txt,decade,the 1980s,461
499.txt,part-relative-year/month/week,last 22 years,1147
1131.txt,dayofweek,Sunday,111
894.txt,month,November,2983
894.txt,month,October,3015
894.txt,dayofweek,Wednesday,1419
894.txt,year,1999,2243
894.txt,month-year,March 2006,253
894.txt,month-year,March 2006,387
894.txt,part-relative-year/month/week,than 12 months,205
894.txt,part-relative-year/month/week,of 18 months,290
894.txt,part-relative-year/month/week,at 12 months,370
894.txt,part-relative-year/month/week,is six months,825
894.txt,part-relative-year/month/week,the past year,1686
894.txt,part-relative-year/month/week,than a year,1897
894.txt,part-relative-year/month/week,than six months,2033
894.txt,part-relative-year/month/week,waiting two years,2508
894.txt,part-relative-year/month/week,than 18 months,2898
894.txt,part-relative-year/month/week,over 12 months,3059
894.txt,part-relative-year/month/week,764 last month,3230
658.txt,year,1910,238
658.txt,year,1929,1140
658.txt,year,1935,1396
658.txt,year,1950,2029
658.txt,year,1963,2128
658.txt,part-relative-year/month/week,for some years,2424
880.txt,part-relative-year/month/week,a five month,195
880.txt,part-relative-year/month/week,over eight years,594
670.txt,month,February,298
670.txt,dayofweek,Sunday,486
670.txt,year,2004,1266
116.txt,year,2003,256
116.txt,year,2006,523
116.txt,year,2003,591
116.txt,year,2003,1677
116.txt,year,2004,1799
116.txt,year,2004,1980
116.txt,year,2005,2463
116.txt,year,2006,2541
116.txt,relative-year/month/week,The year,1971
116.txt,part-relative-year/month/week,For the year,671
116.txt,part-relative-year/month/week,workers last year,1103
116.txt,part-relative-year/month/week,a full year,1633
116.txt,part-relative-year/month/week,profit last year,1701
1482.txt,part-relative-year/month/week,use every year,570
1482.txt,part-relative-year/month/week,models each year,641
1482.txt,part-relative-year/month/week,a few years,2892
1496.txt,dayofweek,Tuesday,1991
1496.txt,year,2004,642
1496.txt,year,2005,907
1496.txt,year,1997,1857
1496.txt,year,2002,1870
1496.txt,part-relative-year/month/week,at this year,86
1496.txt,part-relative-year/month/week,a landmark year,921
1496.txt,part-relative-year/month/week,awards this year,1000
102.txt,dayofweek,Thursday,2589
102.txt,dayofweek,Thursday,3150
102.txt,year,1973,1610
102.txt,year,2020,2135
102.txt,day-month,16 February,3247
102.txt,decade,the 1990s,1462
102.txt,relative-year/month/week,last month,599
102.txt,part-relative-year/month/week,Moscow last year,866
102.txt,part-relative-year/month/week,over recent years,1086
102.txt,part-relative-year/month/week,than a year,3006
857.txt,dayofweek,Wednesday,221
857.txt,dayofweek,Tuesday,1117
17.txt,year,1999,1507
17.txt,part-relative-year/month/week,and last year,435
1469.txt,part-relative-year/month/week,of next month,92
843.txt,month,February,2395
1327.txt,month,January,898
1327.txt,month,February,1291
1327.txt,month,January,1571
1327.txt,dayofweek,Sunday,144
1327.txt,part-relative-year/month/week,time this month,1161
1441.txt,day-month,16 December,312
1441.txt,part-relative-year/month/week,trio last year,1077
1455.txt,month,September,225
1455.txt,year,2004,951
1455.txt,day-month,15 January,1002
1333.txt,dayofweek,Wednesday,71
1333.txt,dayofweek,Tuesday,1755
738.txt,month,May,1241
738.txt,dayofweek,Monday,564
738.txt,dayofweek,Sunday,958
738.txt,dayofweek,Sunday,1791
738.txt,dayofweek,Monday,2179
738.txt,dayofweek,Saturday,2410
738.txt,month-year,June 2004,1097
738.txt,month-year,November 2003,2536
738.txt,month-year,June 2004,2664
738.txt,part-relative-year/month/week,this six months,1860
704.txt,day-month,27 February,126
1290.txt,year,1994,153
710.txt,year,2004,178
710.txt,year,1997,228
710.txt,year,2004,1261
710.txt,year,2002,1456
710.txt,month-year,March 2005,478
710.txt,relative-year/month/week,This year,632
710.txt,part-relative-year/month/week,entries this year,512
710.txt,part-relative-year/month/week,than last year,545
923.txt,year,1999,248
923.txt,year,2003,1042
923.txt,year,1997,1090
923.txt,relative-year/month/week,a year,1096
1509.txt,year,2003,2902
1509.txt,year,2003,3024
1509.txt,part-relative-year/month/week,did five years,2050
1509.txt,part-relative-year/month/week,once a month,2885
1509.txt,part-relative-year/month/week,once a month,3091
937.txt,month,March,1591
937.txt,part-relative-year/month/week,tests this year,211
937.txt,part-relative-year/month/week,than one year,1166
937.txt,part-relative-year/month/week,balance each year,1281
937.txt,part-relative-year/month/week,in a year,2947
1253.txt,dayofweek,Thursday,946
1535.txt,month,May,152
1535.txt,month,October,1682
1535.txt,month,May,2513
1521.txt,part-relative-year/month/week,couple of months,1402
1247.txt,month,October,389
1247.txt,part-relative-year/month/week,Madrid last month,1091
248.txt,year,1992,311
248.txt,year,1994,1143
260.txt,dayofweek,Wednesday,1242
260.txt,year,2005,1879
260.txt,day-month-year,15 July 2006,273
260.txt,part-relative-year/month/week,an extra year,65
260.txt,part-relative-year/month/week,of this year,815
260.txt,part-relative-year/month/week,past few months,839
1092.txt,month,March,1427
1092.txt,dayofweek,Tuesday,178
1092.txt,part-relative-year/month/week,in three years,1061
1092.txt,part-relative-year/month/week,for three years,1117
1092.txt,part-relative-year/month/week,Rusedski six years,1155
506.txt,part-relative-year/month/week,died last year,3183
512.txt,year,1963,443
512.txt,year,1984,664
512.txt,year,1987,972
512.txt,year,1990,982
512.txt,year,1993,1128
512.txt,year,1994,1402
512.txt,year,1997,1560
512.txt,year,1999,1870
512.txt,relative-year/month/week,Two years,762
512.txt,relative-year/month/week,Two years,1681
512.txt,part-relative-year/month/week,for three years,951
1086.txt,month,January,766
1086.txt,dayofweek,Thursday,716
1086.txt,year,2004,1221
1086.txt,relative-year/month/week,Last month,1546
1086.txt,part-relative-year/month/week,offer six months,418
1086.txt,part-relative-year/month/week,talks six months,1110
274.txt,year,2007,1641
274.txt,year,2050,1878
274.txt,year,2010,2386
274.txt,year,2050,3569
274.txt,year,2030,3903
274.txt,year,2010,4008
274.txt,year,2020,5077
274.txt,relative-year/month/week,four years,948
274.txt,part-relative-year/month/week,for eight years,81
274.txt,part-relative-year/month/week,In the year,1866
1079.txt,part-relative-year/month/week,plans a year,1200
1737.txt,part-relative-year/month/week,past six months,169
1737.txt,part-relative-year/month/week,last three years,852
1051.txt,dayofweek,Friday,1186
1051.txt,dayofweek,Thursday,3096
1051.txt,month-year,March 17,3214
1051.txt,day-month-year,17 March 2003,2326
1045.txt,dayofweek,Sunday,327
1045.txt,dayofweek,Wednesday,566
1045.txt,dayofweek,Sunday,819
1045.txt,dayofweek,Sunday,1582
1045.txt,day-month,18 December,511
1045.txt,part-relative-year/month/week,within a year,963
1723.txt,month-year,November 2003,1130
1723.txt,month-year,July 2004,2040
1069.txt,part-relative-year/month/week,last three months,2838
1041.txt,dayofweek,Monday,1010
1041.txt,year,1997,1063
1055.txt,year,2005,145
1055.txt,year,2001,682
1055.txt,day-month,24 May,1620
1055.txt,day-month,25 June,1696
1055.txt,part-relative-year/month/week,earlier this year,221
1055.txt,part-relative-year/month/week,the new year,1516
258.txt,year,2005,246
258.txt,year,2005,1186
258.txt,year,2005,1374
258.txt,month-year,November 2003,705
258.txt,part-relative-year/month/week,in four years,272
258.txt,part-relative-year/month/week,that this year,499
258.txt,part-relative-year/month/week,the third year,526
258.txt,part-relative-year/month/week,the target year,1201
258.txt,part-relative-year/month/week,GDP next year,1466
258.txt,part-relative-year/month/week,Germany next year,1642
270.txt,dayofweek,Monday,88
270.txt,dayofweek,Sunday,316
270.txt,part-relative-year/month/week,last 12 months,1688
270.txt,part-relative-year/month/week,quit last year,2473
1082.txt,year,2005,348
1082.txt,year,2003,694
1082.txt,year,1988,826
1082.txt,year,2003,1149
1082.txt,part-relative-year/month/week,Meadows last year,662
1082.txt,part-relative-year/month/week,second this year,756
1082.txt,part-relative-year/month/week,of last year,943
1082.txt,part-relative-year/month/week,for the year,1219
516.txt,month-year,January 1985,636
516.txt,month-year,March 1985,700
516.txt,part-relative-year/month/week,of the year,789
516.txt,part-relative-year/month/week,of the year,812
502.txt,month,July,541
502.txt,month,February,1716
502.txt,year,2004,21
502.txt,year,2004,170
1096.txt,year,2001,1006
1096.txt,day-month,17 January,549
1096.txt,part-relative-year/month/week,since last year,1209
264.txt,dayofweek,Friday,849
264.txt,year,2004,731
933.txt,dayofweek,Friday,1870
933.txt,dayofweek,Friday,2127
933.txt,year,2007,1086
933.txt,year,2008,1091
933.txt,part-relative-year/month/week,within a year,2370
1519.txt,year,2008,78
1519.txt,year,2006,1355
1519.txt,year,2015,1498
1519.txt,part-relative-year/month/week,in recent months,705
1519.txt,part-relative-year/month/week,dollars next year,2863
1519.txt,part-relative-year/month/week,the past year,3062
927.txt,relative-year/month/week,Last month,993
1243.txt,month,December,773
1243.txt,year,2004,123
1243.txt,year,1981,519
1243.txt,year,1936,624
1243.txt,year,2004,738
1243.txt,part-relative-year/month/week,a great year,989
1525.txt,part-relative-year/month/week,progress for years,234
1531.txt,relative-year/month/week,The months,1706
1531.txt,part-relative-year/month/week,have spent months,203
1257.txt,day-month,17 January,368
728.txt,month,May,2785
728.txt,month,May,2890
728.txt,dayofweek,Tuesday,391
728.txt,part-relative-year/month/week,disputes each year,583
714.txt,year,1999,2650
714.txt,part-relative-year/month/week,take several months,1828
1280.txt,month,January,357
1280.txt,dayofweek,Sunday,135
1280.txt,dayofweek,Monday,837
1280.txt,dayofweek,Tuesday,1329
1294.txt,dayofweek,Saturday,182
1294.txt,year,2000,603
1294.txt,day-month,18 February,998
1294.txt,part-relative-year/month/week,contest next month,77
1294.txt,part-relative-year/month/week,in last year,542
700.txt,year,2006,506
700.txt,year,1952,804
700.txt,year,1973,842
700.txt,relative-year/month/week,two months,394
700.txt,part-relative-year/month/week,later this month,717
847.txt,day-month-year,17 March 2003,3312
1479.txt,year,2003,949
1479.txt,year,2004,958
13.txt,month,August,278
13.txt,month,October,2213
13.txt,dayofweek,Thursday,1901
13.txt,month-year,November 2003,162
13.txt,relative-year/month/week,a year,3089
13.txt,part-relative-year/month/week,in recent months,1474
13.txt,part-relative-year/month/week,the fifth month,2083
13.txt,part-relative-year/month/week,that last year,2561
13.txt,part-relative-year/month/week,in the year,2875
853.txt,year,2004,1224
1337.txt,month,December,1299
1337.txt,dayofweek,Tuesday,191
1337.txt,dayofweek,Sunday,1577
1337.txt,relative-year/month/week,this year,508
1337.txt,part-relative-year/month/week,not our year,495
1337.txt,part-relative-year/month/week,couple of months,1615
1451.txt,year,2005,119
1451.txt,day-month,18 February,166
1451.txt,part-relative-year/month/week,me this year,345
1445.txt,month,August,237
1445.txt,month,August,1390
1445.txt,year,2003,1174
1445.txt,year,2004,1252
1445.txt,year,1998,1985
1445.txt,year,2001,2185
1445.txt,year,2003,2232
1445.txt,year,1871,2327
1445.txt,day-month,13 November,2382
1445.txt,part-relative-year/month/week,over many years,1683
1445.txt,part-relative-year/month/week,Ireland six years,1739
1323.txt,dayofweek,Sunday,276
1323.txt,dayofweek,Sunday,1121
